title,year,genres,cast,synopsis
Love Actually,2003.0,"['Comedy', 'Romance', 'Drama']",,"L'amour est partout, imprévisible, inexplicable, insurmontable. Il frappe quand il veut et souvent, ça fait pas mal de dégâts... Pour le nouveau Premier Ministre britannique, il va prendre la jolie forme d'une jeune collaboratrice. Pour l'écrivain au coeur brisé parti se réfugier dans le sud de la France, il surgira d'un lac. Il s'éloigne de cette femme qui, installée dans une vie de couple ronronnante, suspecte soudain son mari de songer à une autre. Il se cache derrière les faux-semblants de ce meilleur ami qui aurait bien voulu être autre chose que le témoin du mariage de celle qu'il aime. Pour ce veuf et son beau-fils, pour cette jeune femme qui adore son collègue, l'amour est l'enjeu, le but, mais également la source d'innombrables complications. À l'approche de Noël, à Londres, ces vies et ces amours vont se croiser, se frôler et se confronter."
A Bug's Life,1998.0,"['Adventure', 'Animation', 'Comedy', 'Family']",,"Le maladroit Tilt a détruit la récolte de la saison de sa fourmilière. Pareille bévue n'est pas faite pour plaire au cruel Le Borgne, venu racketter les fourmis avec sa bande de sauterelles. Contraint de s'en retourner bredouille, l'affreux insecte promet de revenir à l'automne collecter le double de sa ration habituelle. Pour se faire pardonner, Tilt propose de partir à la recherche de mercenaires pour lutter contre l'envahisseur…"
From Hell,2001.0,"['Horror', 'Mystery', 'Thriller']",,"En 1888, à Londres, dans les rues mal famées du quartier de Whitechapel, un tueur en série, surnommé Jack l'Éventreur, rôde. D'une étonnante précision, ce mystérieux personnage éventre, la nuit tombée, des prostituées. C'est ici qu'entre en scène l'inspecteur Fred Abberline. Cet agent de Scotland Yard comprend rapidement que ces crimes procèdent d'une mise en scène élaborée et supposent un ""doigté"" d'artiste, un sang-froid à toute épreuve et de solides connaissances en anatomie. Le policier, intuitif et visionnaire, dresse patiemment le profil de ce meurtrier hors normes et parvient à gagner la confiance de Mary Kelly, une jeune prostituée. Celle-ci va l'aider à résoudre cette périlleuse enquête."
The Specialist,1994.0,"['Action', 'Thriller']",,"Désireuse de se venger des assassins de ses parents, tués sous ses yeux alors qu'elle n'était qu'une enfant, la troublante May Munro recourt aux services de Ray Quick, ancien membre des Services spéciaux américains."
Tin Cup,1996.0,"['Comedy', 'Drama', 'Romance']",,Roy McAvoy est un joueur de golf de talent qui met toutes les malchances de son côté jusqu'au jour où son principal concurrent l'engage comme simple caddie pour encore mieux l'humilier. Roy accepte mais il se rebiffe au beau milieu d'une compétition et fait un scandale. Il ne reste qu'une chance à Roy pour ne pas être complètement déshonoré à ses propres yeux: gagner l'US Open!
"Yours, Mine and Ours",1968.0,"['Comedy', 'Drama', 'Family']",,"Un veuf, père de 8 enfants et une veuve, mère de 10 enfants décident de se marier. Les enfants se querellent et décident de faire divorcer les parents. Ayant réussi et regrettant leurs actes, ils décident de les réunir à nouveau."
Kicking & Screaming,2005.0,"['Romance', 'Comedy', 'Family']",,"Bien qu'il ne connaisse rien au soccer, le jovial vendeur de vitamines Phil Weston devient l'entraîneur de l'équipe de son fils de dix ans, pour tenir tête à son propre père, le très compétitif Buck, qui dirige une formation adverse."
The Hitchhiker's Guide to the Galaxy,2005.0,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",,"Sale journée pour le Terrien Arthur Dent. Sa maison est sur le point d'être rasée par un bulldozer, il découvre que son meilleur ami, Ford Prefect, est un extraterrestre et pour couronner le tout, la Terre va être pulvérisée dans quelques minutes pour faire de la place à une voie express hyperspatiale. Arthur a une chance de survivre, mais il doit pour cela se faire prendre en stop par un vaisseau spatial, avec l'aide de Ford. Sa plus grande aventure va commencer au moment où notre propre monde disparaît... Arthur se jette dans l'inconnu et entame un délirant périple au cours duquel il va découvrir la véritable nature de l'univers. Il va aussi faire des rencontres, comprendre pourquoi une serviette de toilette est l'objet le plus utile de la création, percer le secret de la vie et découvrir que toutes les réponses à toutes les questions se trouvent dans un fabuleux livre électronique : le Guide du Voyageur Galactique. Bon voyage..."
Fat Albert,2004.0,"['Comedy', 'Drama', 'Family']",,"La bande d'adolescents de la série animée Fat Albert and the Cosby kids coule des jours heureux dans son monde dessiné, quelque part dans la banlieue de Philadelphie. Alors qu'elle regarde à la télé une rediffusion de la série, la jeune et solitaire Doris laisse tomber une larme de désespoir sur sa télécommande. Fat Albert reçoit son appel de détresse et, en garçon simple et généreux, décide de lui venir en aide. Abandonnant ses jeux, il plonge aussitôt à travers l'écran pour se retrouver comme par magie, en chair et en os, dans le monde réel..."
Resident Evil: Extinction,2007.0,"['Horror', 'Action', 'Science Fiction']",,"Alice mène une lutte sans merci contre la toute-puissante Umbrella Corporation et le virus mortel qui transforme les humains en zombies. Alice se cache désormais dans le désert du Nevada. Elle retrouve Carlos Olivera et L.J., ainsi que de nouveaux survivants, Claire, K-Mart et Nurse Betty. Autrefois capturée par Umbrella Corporation, Alice avait subi des expériences biogéniques qui ont modifié ses fonctions vitales. Ce qui devait l'affaiblir n'a fait que la renforcer, et chacun de ses pouvoirs fabuleusement amplifiés sera utile dans l'affrontement sans merci qui s'annonce…"
Blended,2014.0,['Comedy'],,"Après un rencart désastreux, Lauren et Jim son tombés d'accord sur une seule chose: ils ne veulent plus jamais se revoir. Mais voilà, le hasard s'en mêle, ils se retrouvent en famille avec leurs enfants. Tous coincés et obligés de partager une suite dans un hôtel de luxe pour un safari en Afrique durant une semaine."
Last Holiday,2006.0,"['Adventure', 'Comedy', 'Drama']",,"Une pauvre employée apprend qu'elle va mourir prochainement et se retire dans une station balnéaire européenne, où elle se fait passer pour une riche femme d'affaires."
The River Wild,1994.0,"['Action', 'Adventure', 'Crime', 'Thriller']",,"Pour l'anniversaire de son fils, Gail, passionnée de rafting, a décidé de lui offrir une mémorable descente de rapides. Les voici tous deux dans le Montana, où Tom, leur père et mari, doit les rejoindre au dernier moment. Peu avant leur embarquement, ils font la connaissance de Wade, qui entreprend la même aventure avec un ami et un guide. Au cours de la descente, ils rencontrent à nouveau Wade et son ami, qui semblent avoir perdu leur guide. Les deux hommes affirment ne pas avoir assez d'expérience pour continuer seuls et leur demandent la permission de finir la descente avec eux. Tout le monde se remet en route. Très vite, la complicité qui liait le groupe fait place à la méfiance. Les deux hommes sont en réalité des criminels..."
The Indian in the Cupboard,1995.0,"['Adventure', 'Family', 'Fantasy']",,"Le soir de ses neuf ans, Omri reçoit pour son anniversaire une figurine en plastique représentant un indien ainsi qu'un placard modèle réduit. Le soir, il range son petit indien dans le placard pour découvrir que le lendemain, un authentique peau-rouge..."
Savages,2012.0,"['Crime', 'Drama', 'Thriller']",,"Ben, docteur en botanique et marketing, Chon, mercenaire féru d’armes sophistiquées, et Ophelia, une bimbo à l’intelligence brillante, produisent de l’hydro, un cannabis cultivé hors-sol, sans matière organique. Ils vivent de leur petit commerce jusqu’au jour où la reine du Cartel de Baja veut racheter leur business..."
Cellular,2004.0,"['Action', 'Adventure', 'Crime', 'Thriller']",,"Jessica, une femme kidnappée et séquestrée, passe un appel téléphonique au hasard et tombe sur Ryan, un jeune homme à qui elle demande de l'aide. Ce dernier, qui n'a rien d'un super-héros, va se lancer dans une incroyable course contre la montre pour sauver celle qui n'est qu'une voix."
Johnny English,2003.0,"['Adventure', 'Action', 'Comedy']",,"Dans un monde angoissé, déboussolé, peu d'institutions sont aussi fiables que les services secrets britanniques. Leurs supers agents, leurs réseaux internationaux, leur matériel et leur panoplie high-tech en font l'ultime bastion de l'Honneur, du Devoir et de la Vérité.Informés d'un odieux complot contre les Joyaux de la Couronne, les services secrets mettent sur le coup la crème de la crème des espions de Sa Majesté - leur agent n°1. Mais ce dernier se fait tuer et est promptement rejoint dans l'autre monde par l'élite du Renseignement...La sécurité du pays, l'espoir de venger le contre-espionnage, la protection des Joyaux de la Couronne, symbole immémorial de la grandeur de l'Empire, reposent désormais sur les épaules d'un seul homme : Johnny English. Il ne craint rien et ne comprend rien. Ce n'est pas le meilleur des agents... C'est le seul."
The Ant Bully,2006.0,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",,"Lorsque vous vous retrouvez à la taille d'une fourmi, le monde vous semble vraiment très grand et l'aventure encore plus palpitante. Lucas, un jeune garçon de 10 ans, va rapidement le constater après avoir effrayé et martyrisé les fourmis de son jardin. Les fourmis se rebellent et font absorber à l'insu de Lucas, un élixir magique. Il se voit alors rétréci à leur taille et va devoir leur rendre des comptes…"
Dune,1984.0,"['Action', 'Science Fiction', 'Adventure']",,"En l'an 10191, la substance la plus importante est l'Épice. Elle ne se trouve que sur une seule planète, Arakis, connue aussi sous le nom de Dune. La famille Atréide vient à gouverner cette planète mais son ennemi, la dynastie des Harkonnen lui tend un piège dès son arrivée. Paul, le fils du Duc Leto Atréide se réfugie alors dans le désert avec sa mère et y rencontre les Fremens, peuple caché dans le désert attendant l'arrivée d'un Messie..."
Across the Universe,2007.0,"['Adventure', 'Drama', 'Music', 'Romance']",,"Une histoire d'amour dans les années 60, au cœur des manifestations anti-guerre, des voyages spirituels et du rock'n roll, qui part des docks de Liverpool vers le psychédélique Greenwich Village, des émeutes de Détroit aux champs de bataille du Vietnam. Jude et Lucy sont plongés, avec des groupes d'amis et de musiciens, dans le tumulte des années anti-guerre et des révolutions culturelles, guidés par ""Dr Robert"" et ""Mr Kite"". Jude et Lucy sont la proie des forces tumultueuses qui secouent l'époque et vont les obliger à se trouver eux-mêmes pour se retrouver l'un l'autre..."
Revolutionary Road,2008.0,"['Drama', 'Romance']",,"Dans l'Amérique des années 50, Frank et April Wheeler se considèrent comme des êtres à part, des gens spéciaux, différents des autres. Ils ont toujours voulu fonder leur existence sur des idéaux élevés. Lorsqu'ils emménagent dans leur nouvelle maison sur Revolutionary Road, ils proclament fièrement leur indépendance. Jamais ils ne se conformeront à l'inertie banlieusarde qui les entoure, jamais ils ne se feront piéger par les conventions sociales. Pourtant, malgré leur charme et leur insolence, les Wheeler deviennent exactement ce qu'ils ne voulaient pas : un homme coincé dans un emploi sans intérêt ; une ménagère qui rêve de passion et d'une existence trépidante. Une famille américaine ordinaire ayant perdu ses rêves et ses illusions. Décidée à changer de vie, April imagine un plan audacieux pour tout recommencer, quitter leur petite routine confortable dans le Connecticut pour aller vivre à Paris..."
16 Blocks,2006.0,"['Action', 'Adventure', 'Crime', 'Thriller']",,"Tout ce qu’il voulait, c’était rentrer chez lui. Pourtant, juste à la fin de son service, l’inspecteur Jack Mosley se voit confier une petite mission. Il doit escorter Eddie Bunker jusqu’au palais de justice où, deux heures plus tard, celui-ci témoignera dans une importante affaire de meurtre. La corvée ne devait prendre que dix minutes, le temps de remonter les seize pâtés de maison. Mais tout va déraper car certains sont prêts à tout pour que le témoin gênant n’arrive jamais au tribunal."
